check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	1010	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 core delete/list structure owner	focused core delete/list selection proof	.tmp/slate-v2/packages/slate/test/delete-contract.ts:615 "resets list-heavy content when deleting the full document selection"; .tmp/slate-v2/packages/slate/test/delete-contract.ts:663 "merges a following paragraph into the previous list item on Backspace"; .tmp/slate-v2/packages/slate/test/delete-contract.ts:844 "deletes a selected top-level block range with a bounded operation stream"	bun test ./packages/slate/test/delete-contract.ts -t "resets list-heavy content when deleting the full document selection|merges a following paragraph into the previous list item on Backspace|deletes a selected top-level block range with a bounded operation stream|keeps marks from deleted text active after Backspace removes the marked run|keeps consistently selected marks active after deleting a marked range"	Exception when deleting selection that spans the last item in a list and paragraph below	https://github.com/ProseMirror/prosemirror/issues/1010	Portable delete-selection invariant across list and following paragraph structure. Existing focused Slate-v2 core tests cover list-heavy full selection, list/paragraph Backspace merge, and bounded selected block range deletion; focused command passed.
[x]	1011	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 React selection/mark mutation owner	focused browser selected-mark deletion proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:845 "keeps selected bold as the active mark after deleting its text"; fix .tmp/slate-v2/packages/slate-react/src/editable/mutation-controller.ts:1367	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "keeps selected bold as the active mark after deleting its text|keeps empty paragraph styling after the selection leaves and returns|keeps active-mark hashtag typing in typed order"	User visible selection differs from prosemirror selection in Edge.	https://github.com/ProseMirror/prosemirror/issues/1011	Portable visible-selection/mark-state invariant. Existing browser proof failed during this packet, then passed after the full-block delete fast path preserved consistent marks into the inserted empty paragraph and editor marks.
[x]	1012	CLOSED	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw iOS list deletion owner	raw iOS browser list deletion proof required		deferred: requires raw iOS selected-list-item deletion proof; desktop Playwright is not enough.	Cannot delete list Items with the entire block of text selected in iOS 13	https://github.com/ProseMirror/prosemirror/issues/1012	Relevant mobile list deletion invariant, but the issue is explicitly iOS 13 native behavior. No raw iOS proof lane was available in this run.
[x]	1013	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 React mark/selection owner	focused browser and core selected-mark proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:845 "keeps selected bold as the active mark after deleting its text"; .tmp/slate-v2/packages/slate/test/delete-contract.ts:1087 "keeps consistently selected marks active after deleting a marked range"; fix .tmp/slate-v2/packages/slate-react/src/editable/mutation-controller.ts:1367	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "keeps selected bold as the active mark after deleting its text|keeps empty paragraph styling after the selection leaves and returns|keeps active-mark hashtag typing in typed order"	Chrome selection wrong after adding mark	https://github.com/ProseMirror/prosemirror/issues/1013	Portable Chrome selected-mark/caret invariant. This packet added the missing core delete-mark contract and fixed the React full-block deletion path; focused browser mark packet passed.
[x]	1014	OPEN	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	Slate-v2 raw Windows Korean IME owner	raw Windows Korean IME stored-mark proof required		deferred: requires Windows Korean IME/stored-mark raw browser proof.	Stored Marks/Mark Cursor causes issues with Korean Input on Windows 7	https://github.com/ProseMirror/prosemirror/issues/1014	Relevant IME/stored-mark pressure, but exact issue is Windows 7 Korean input. Current proof covers generic CJK/IME paths only, not the raw platform/browser behavior.
[x]	1015	OPEN	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	State of EditorView is modified outside of mutations of Vuex.	https://github.com/ProseMirror/prosemirror/issues/1015	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1016	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Shift-Mod-z triggers Mod-z on Mac+Chrome	https://github.com/ProseMirror/prosemirror/issues/1016	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1017	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 history/hotkey owner	focused browser markdown undo-redo plus history unit proof	.tmp/slate-v2/playwright/integration/examples/markdown-shortcuts.test.ts:353 "creates current markdown shortcuts and can undo and redo a heading shortcut"; .tmp/slate-v2/packages/slate-history/test/history-contract.ts:94 "keeps empty undo and redo stacks as no-op commands"; .tmp/slate-v2/packages/slate-history/test/history-contract.ts:552 "routes compatibility undo and redo through history commands"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/markdown-shortcuts.test.ts --project=chromium --grep "creates current markdown shortcuts and can undo and redo a heading shortcut" && bun test ./packages/slate-history/test/history-contract.ts -t "keeps empty undo and redo stacks as no-op commands|routes compatibility undo and redo through history commands"	prosemirror-keymap >= 1.1.1 broken shift handling	https://github.com/ProseMirror/prosemirror/issues/1017	Portable Shift-Mod-z/redo routing pressure. Slate-v2 has focused browser undo/redo shortcut coverage and history compatibility command coverage; both focused commands passed.
[x]	1018	CLOSED	yes	deferred-with-owner	plate-owned	plate-plugin-policy	Product/plugin policy above Slate core	Plate heading/markdown-shortcut plugin owner	Plate-owned heading deletion browser proof required		deferred: Plate heading/markdown plugin owns heading-at-document-start policy; Slate-v2-only run does not patch Plate.	Cannot remove a heading node when the node is at the beginning of the document	https://github.com/ProseMirror/prosemirror/issues/1018	Relevant editor behavior but owned by Plate heading/markdown plugin policy, not raw Slate-v2 core in this run. User scoped this pass to Slate-v2 only, so this is a concrete Plate defer.
[x]	1019	CLOSED	yes	deferred-with-owner	defer	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	Slate-v2 decoration/widget mark owner	decoration widget mark-boundary proof required		deferred: add decoration-widget/default-mark oracle before runtime work.	Strange Decoration widget default mark	https://github.com/ProseMirror/prosemirror/issues/1019	Relevant decoration/widget mark invariant, but no exact Slate-v2 decoration widget default-mark test exists in this packet.
[x]	1020	CLOSED	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw Firefox Android selection owner	raw Firefox Android double-tap selection proof required		deferred: requires raw Firefox Android double-tap selection proof.	Cannot select text by double tap on Firefox on Android	https://github.com/ProseMirror/prosemirror/issues/1020	Relevant mobile selection invariant, but exact behavior is Firefox Android native double tap. Semantic/mobile viewport Playwright cannot close it honestly.
[x]	1021	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	handleClickOn is not correctly fired in IE 11	https://github.com/ProseMirror/prosemirror/issues/1021	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1022	CLOSED	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 paste/list normalization owner	focused browser rich HTML pasted-list mark proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1435 "imports a basic unordered list from rich HTML paste"; .tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1462 "preserves marks inside implicit pasted list item paragraphs"; .tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1593 "wraps orphan pasted list items in a list parent"; .tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1619 "ignores whitespace between pasted list items"; .tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1648 "imports compact nested list variants from rich HTML paste"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "imports a basic unordered list from rich HTML paste|preserves marks inside implicit pasted list item paragraphs|wraps orphan pasted list items in a list parent|ignores whitespace between pasted list items|imports compact nested list variants from rich HTML paste|runs generated clipboard paste gauntlet without illegal kernel transitions"	Invalid marks applied to node when pasting a slice	https://github.com/ProseMirror/prosemirror/issues/1022	Portable pasted styled-list normalization invariant. Existing paste-html browser tests prove list wrappers, implicit list marks, whitespace, and nested list variants; focused command passed.
[x]	1023	CLOSED	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	Slate-v2 IME input-rule owner	IME input-rule start/end/selection proof required		deferred: requires input-rule plus IME composition browser oracle, not generic model-input IME only.	Different input rule behavior between prosemirror-view 1.8.9 and 1.9.0 with IME	https://github.com/ProseMirror/prosemirror/issues/1023	Relevant IME/input-rule behavior. Current model-input CJK coverage passed, but it does not prove input-rule start/end selection semantics for this issue.
[x]	1024	CLOSED	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	Slate-v2 raw Firefox IME/inline mark owner	Firefox IME inline-mark composition proof required		deferred: requires Firefox composition next to marked inline proof.	Composition breaks on Firefox when starting a composition next to an inline node that has marks	https://github.com/ProseMirror/prosemirror/issues/1024	Relevant inline-mark IME invariant, but exact issue is Firefox composition next to marked inline content. Current Chromium/CJK model-input proof is not exact.
[x]	1025	CLOSED	no	invalid-skip	skip	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	N/A	invalid-skip ProseMirror gapcursor plugin issue		N/A: skipped as non-portable to Slate-v2 core closure.	Gapcursor causes error when navigating beyond document consisting of only inline nodes	https://github.com/ProseMirror/prosemirror/issues/1025	ProseMirror gapcursor plugin navigation beyond inline-only documents is plugin-specific. Slate-v2 has inline/void boundary navigation owners, but this issue is not a portable raw Slate-v2 core invariant.
