number	state	disposition	cluster	matrixKey	owner	proofKind	action	command	title	url	reason
939	OPEN	keep-portable	collaboration-rebase	Collaboration, remote steps, shared history, rebasing	.tmp/slate-v2/packages/slate/test/collab-history-runtime-contract.ts; future yjs/browser collaboration lane	package remote-edit/history proof; browser/provider proof when transport matters	create-new/defer-collab-browser	bun test ./packages/slate/test/collab-history-runtime-contract.ts --test-name-pattern "remote|selection|history|collab"	Changing note attributes in collab setting and undoing leads to node duplication	https://github.com/ProseMirror/prosemirror/issues/939	Kept for Collaboration, remote steps, shared history, rebasing; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
940	CLOSED	skip	support-question	Skip: support-question	N/A	N/A	skip	N/A	[Question] Description of the third parameter in a command function	https://github.com/ProseMirror/prosemirror/issues/940	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
941	CLOSED	skip	docs-release-package	Skip: docs-release-package	N/A	N/A	skip	N/A	1.8.9 => 1.9.0 Breaking changes?	https://github.com/ProseMirror/prosemirror/issues/941	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
942	CLOSED	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Removing one of a set of overlapping decorations affects cursor position in Chrome	https://github.com/ProseMirror/prosemirror/issues/942	Kept for Selection, caret, DOM range, focus, keyboard navigation, drag/drop; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
943	CLOSED	keep-portable	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	.tmp/slate-v2/packages/slate/test/transforms-contract.ts; .tmp/slate-v2/packages/slate/test/query-contract.ts	Slate model/operation package proof	refactor-existing/create-new	bun test ./packages/slate/test/transforms-contract.ts ./packages/slate/test/query-contract.ts --test-name-pattern "schema|normalize|join|split|replace|range|node"	Overlapping marks of same type with different attribtues behave strangely	https://github.com/ProseMirror/prosemirror/issues/943	Kept for Document model, schema, transforms, joins, splits, mapping; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
944	CLOSED	keep-portable	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts; .tmp/slate-v2/packages/slate-browser/src/playwright/ime.ts	browser IME/beforeinput proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "IME|composition|beforeinput"	Duplicated characters in Safari with IME - unreliable cause and solution	https://github.com/ProseMirror/prosemirror/issues/944	Kept for IME, beforeinput, composition, keyboard replacement; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
945	CLOSED	skip	docs-release-package	Skip: docs-release-package	N/A	N/A	skip	N/A	ContentMatch.prototype.matchType compares nodeTypes using ==	https://github.com/ProseMirror/prosemirror/issues/945	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
946	OPEN	skip	docs-release-package	Skip: docs-release-package	N/A	N/A	skip	N/A	matchesContext, when called from parseFromClipboard, fails but shouldn't 	https://github.com/ProseMirror/prosemirror/issues/946	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
947	OPEN	keep-portable	table-grid-editing	Tables, cells, rows, columns, grid selection	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner	browser table containment/navigation/clipboard proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Safari hangs on widget decorations in an empty table	https://github.com/ProseMirror/prosemirror/issues/947	Kept for Tables, cells, rows, columns, grid selection; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
948	CLOSED	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Arrow movement in RTL text with marks creates stuck caret	https://github.com/ProseMirror/prosemirror/issues/948	Kept for Selection, caret, DOM range, focus, keyboard navigation, drag/drop; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
949	CLOSED	skip	support-question	Skip: support-question	N/A	N/A	skip	N/A	prosemirror-view DOMObserver.stop does not null check `this.observer`	https://github.com/ProseMirror/prosemirror/issues/949	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
950	CLOSED	keep-portable	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	.tmp/slate-v2/packages/slate/test/transforms-contract.ts; .tmp/slate-v2/packages/slate/test/query-contract.ts	Slate model/operation package proof	refactor-existing/create-new	bun test ./packages/slate/test/transforms-contract.ts ./packages/slate/test/query-contract.ts --test-name-pattern "schema|normalize|join|split|replace|range|node"	pasted empty Node with block+ content schema not filled properly	https://github.com/ProseMirror/prosemirror/issues/950	Kept for Document model, schema, transforms, joins, splits, mapping; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
951	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard/serialization proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	DOMParser matchTag does not check if nodeType is allowed by content spec of context nodes	https://github.com/ProseMirror/prosemirror/issues/951	Kept for Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
952	CLOSED	skip	support-question	Skip: support-question	N/A	N/A	skip	N/A	[feature request]Need Official Typescript support	https://github.com/ProseMirror/prosemirror/issues/952	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
953	CLOSED	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	[prosemirror-view] posAtCoords can throw exception in Firefox when cursor is over a non-empty input[type="text"]	https://github.com/ProseMirror/prosemirror/issues/953	Kept for Selection, caret, DOM range, focus, keyboard navigation, drag/drop; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
954	CLOSED	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Cannot focus child widget of non-editable Editor	https://github.com/ProseMirror/prosemirror/issues/954	Kept for Selection, caret, DOM range, focus, keyboard navigation, drag/drop; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
955	CLOSED	keep-portable	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	.tmp/slate-v2/playwright/integration/examples/inlines.test.ts; .tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts	browser decoration/inline/void boundary proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/inlines.test.ts --project=chromium --grep "inline|link|decorator|void|triple-click|Backspace|Enter"	If NodeView is selected then empty paragraph selections don't register inside of margins	https://github.com/ProseMirror/prosemirror/issues/955	Kept for Decorations, NodeView, inline/atom/void boundaries; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
956	CLOSED	skip	docs-release-package	Skip: docs-release-package	N/A	N/A	skip	N/A	prosemirror-commands is having other core modules as strong dependencies	https://github.com/ProseMirror/prosemirror/issues/956	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
957	CLOSED	skip	docs-release-package	Skip: docs-release-package	N/A	N/A	skip	N/A	Keymaps that contain 'Ctrl' on windows for non-latin languages dont fire.	https://github.com/ProseMirror/prosemirror/issues/957	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
958	CLOSED	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Caret still invisible after hideselection removing from classes.	https://github.com/ProseMirror/prosemirror/issues/958	Kept for Selection, caret, DOM range, focus, keyboard navigation, drag/drop; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
959	CLOSED	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Node in NodeSelection is different from Node in State	https://github.com/ProseMirror/prosemirror/issues/959	Kept for Selection, caret, DOM range, focus, keyboard navigation, drag/drop; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
960	CLOSED	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Broken cursor motion in bidirectional text on Firefox	https://github.com/ProseMirror/prosemirror/issues/960	Kept for Selection, caret, DOM range, focus, keyboard navigation, drag/drop; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
961	CLOSED	skip	support-question	Skip: support-question	N/A	N/A	skip	N/A	how to retrieve a class on the node that is focusing	https://github.com/ProseMirror/prosemirror/issues/961	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
962	CLOSED	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	[prosemirror-view] focus() prevent IE scroll	https://github.com/ProseMirror/prosemirror/issues/962	Kept for Selection, caret, DOM range, focus, keyboard navigation, drag/drop; closure requires exact Slate-v2 proof, fresh verified Slate-v2 test, or concrete defer owner.
