check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	4790	CLOSED	yes	deferred-with-owner	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2 experimental table data retention owner	experimental table data persists after focus/selection proof		defer: add table data retention after focus change test before closure	Bug: Table cell data dissapearing with Experimental Table and showing error mesage	https://github.com/facebook/lexical/issues/4790	Lexical #4790 needs exact experimental table data retention proof. Existing Slate-v2 table tests do not cover experimental-table focus loss.
[x]	4791	CLOSED	yes	deferred-with-owner	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2 experimental table data retention owner	experimental table cell data persists after focus/selection proof		defer: add table cell data retention after focus change test before closure	Bug: Experimental Table the data cell is getting empty 	https://github.com/facebook/lexical/issues/4791	Lexical #4791 duplicates the experimental table data-retention invariant and needs the same exact proof.
[x]	4792	OPEN	yes	deferred-with-owner	keep-portable	ime-beforeinput-keyboard	IME and beforeinput transport	.tmp/slate-v2 browser spellcheck owner	browser spellcheck correction preserves misspelling markers proof		defer: add browser spellcheck correction proof before closure	Bug: Spellcheck clears all misspelled words	https://github.com/facebook/lexical/issues/4792	Lexical #4792 needs native browser spellcheck behavior proof. Existing IME/beforeinput tests do not cover spellcheck UI markers.
[x]	4793	CLOSED	no	invalid-skip	skip	table-grid-selection	Table selection, navigation, paste, and nested table robustness	N/A	invalid-skip non-portable/support/project issue		N/A: skipped as non-portable for Slate-v2-only issue closure.	Feature: Can we have table component to be used twice by having different styling	https://github.com/facebook/lexical/issues/4793	Lexical #4793 is a support/product question about using table styling variants, not a portable Slate-v2 regression.
[x]	4794	CLOSED	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2 paste interception API owner	app paste-text interception API contract proof		defer: define handlePastedText-style API before closure	Feature: handle paste text event like in draftjs	https://github.com/facebook/lexical/issues/4794	Lexical #4794 is a paste API feature request, not current Slate-v2 behavior.
[x]	4797	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: TextNode setStyle is not working 	https://github.com/facebook/lexical/issues/4797	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4801	CLOSED	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME and beforeinput transport	raw mobile device proof lane	raw Android/iOS device proof required		bun test:mobile-device-proof:raw	Bug: Text format lost after auto-correcting on iOS	https://github.com/facebook/lexical/issues/4801	Lexical #4801 needs real iOS autocorrect plus formatting proof. Deferred to the raw mobile device lane.
[x]	4806	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: Custom Node error: parseEditorState: type "ghost" + not found	https://github.com/facebook/lexical/issues/4806	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4807	CLOSED	yes	deferred-with-owner	keep-portable	ime-beforeinput-keyboard	IME and beforeinput transport	.tmp/slate-v2 IME after deletion owner	composition after clearing text keeps first character proof		defer: add composition-after-backspace test before closure	Bug: First letter removed while composing in specific condition.	https://github.com/facebook/lexical/issues/4807	Lexical #4807 needs exact Mac composition after deleting all text. Existing IME tests do not cover the preceding full delete.
[x]	4808	CLOSED	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2 markdown export owner	markdown export escapes literal asterisks/underscores proof		defer: add markdown literal escaping export test before closure	Bug: Markdown export should escape literal asterisks	https://github.com/facebook/lexical/issues/4808	Lexical #4808 is markdown export behavior. Existing Slate-v2 markdown tests focus shortcuts/import, not export escaping.
[x]	4810	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2 nested initial-state owner	initial editor state restores nested editor states proof		defer: add nested editorState initial load test before closure	Bug: Using the editorState parameter breaks some components with nested editorStates	https://github.com/facebook/lexical/issues/4810	Lexical #4810 needs exact nested editor state restoration proof. Existing Slate-v2 editable-void tests do not cover initialConfig-style nested state import.
[x]	4812	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2 consecutive decorator navigation owner	selection/navigation across consecutive decorators proof		defer: add consecutive decorator node navigation test before closure	Bug: issues with selection when there are 2 or more consecutive decorator nodes	https://github.com/facebook/lexical/issues/4812	Lexical #4812 needs exact keyboard selection and deletion across consecutive decorators. Existing atom tests do not cover consecutive decorators.
[x]	4815	OPEN	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2 linebreak paste owner	pasting multi-container content over consecutive soft breaks proof		defer: add paste-over-linebreaks test before closure	Bug: Pasting over linebreaks puts content in different places	https://github.com/facebook/lexical/issues/4815	Lexical #4815 needs exact paste over two Shift+Enter soft breaks. Existing Slate-v2 paste and soft-break tests do not combine that case.
[x]	4816	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: AutoLinkPlugin should recognize common punctuation around URLs	https://github.com/facebook/lexical/issues/4816	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4819	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: 	https://github.com/facebook/lexical/issues/4819	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4821	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: 	https://github.com/facebook/lexical/issues/4821	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4822	OPEN	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Feature: Export useCharacterLimit	https://github.com/facebook/lexical/issues/4822	Lexical #4822 is CharacterLimit plugin export/API surface. Deferred because this run is Slate-v2 only. Original non-Slate owner: Plate product/plugin owner deferred per Slate-v2-only scope. Title: Feature: Export useCharacterLimit.
[x]	4824	OPEN	yes	deferred-with-owner	defer	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: Clicking a Checkbox focuses the editor and/or line	https://github.com/facebook/lexical/issues/4824	Lexical #4824 is checklist checkbox focus behavior. Deferred because this run is Slate-v2 only. Original non-Slate owner: Plate product/plugin owner deferred per Slate-v2-only scope. Title: Bug: Clicking a Checkbox focuses the editor and/or line.
[x]	4826	OPEN	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts	browser Google Docs tab/indent paste proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:698 imports Google Docs tab spans and loose line from rich HTML paste	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "imports Google Docs tab spans and loose line from rich HTML paste|imports compact nested list variants from rich HTML paste|imports a basic unordered list from rich HTML paste|wraps orphan pasted list items in a list parent"	Bug: Cannot paste google doc indented paragraph correctly	https://github.com/facebook/lexical/issues/4826	Lexical #4826 Google Docs indented paragraph paste is covered by Slate-v2 Google Docs tab-span and loose-line import proof. Verified focused command.
[x]	4828	CLOSED	yes	deferred-with-owner	keep-portable	collaboration-remote-rebase	Remote/collaborative edit rebasing, selection, and history	.tmp/slate-v2 collaboration history capability owner	collaboration exposes can-undo/can-redo capability proof		defer: define collaboration CAN_UNDO/CAN_REDO capability before closure	Feature: Dispatch "CAN_REDO" & "CAN_UNDO" commands for Collaboration	https://github.com/facebook/lexical/issues/4828	Lexical #4828 is a collaboration history API feature request, not current Slate-v2 behavior.
[x]	4829	OPEN	yes	deferred-with-owner	keep-portable	ime-beforeinput-keyboard	IME and beforeinput transport	.tmp/slate-v2 Safari Korean hashtag owner	Safari Korean hashtag composition/tokenization proof		defer: add Safari Korean hashtag IME test before closure	Bug: Hashtags with Korean characters in Safari don't work well.	https://github.com/facebook/lexical/issues/4829	Lexical #4829 needs exact Safari Korean hashtag behavior. Existing Slate-v2 hashtag and Korean IME tests are Chromium-only and separate.
[x]	4830	OPEN	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: Lexical RichText is not keeping empty lines between sentences on specific case	https://github.com/facebook/lexical/issues/4830	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4832	CLOSED	yes	deferred-with-owner	keep-portable	collaboration-remote-rebase	Remote/collaborative edit rebasing, selection, and history	.tmp/slate-v2 collaboration newline undo owner	collaboration undo newline then insert paragraph proof		defer: add collab undo-newline then Enter test before closure	Bug: Unable to insert a new paragraph after undoing a newline in Collaboration mode	https://github.com/facebook/lexical/issues/4832	Lexical #4832 needs exact collaboration undo-newline then insert paragraph proof. Existing collab package tests do not cover this browser/editor sequence.
