number	state	disposition	cluster	matrixKey	owner	proofKind	action	command	title	url
4662	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Query: How can I change styling of the paragraph based on whether editor is in focus or not 	https://github.com/facebook/lexical/issues/4662
4665	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	E2E keyboardShortcuts/index.mjs -> selectAll(page) Linux selection should be normalized	https://github.com/facebook/lexical/issues/4665
4668	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Pasting position is wrong if a line ends with DecoratorNode	https://github.com/facebook/lexical/issues/4668
4669	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Export checklist to HTML using $generateHtmlFromNodes doesn't export classnames and attributes	https://github.com/facebook/lexical/issues/4669
4670	CLOSED	skip	lexical-api-ontology	Skip: lexical-api-ontology	N/A	N/A	skip	N/A	Bug: CMD + A doesn't capture first DecoratorNode	https://github.com/facebook/lexical/issues/4670
4673	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Excalidraw example is broken	https://github.com/facebook/lexical/issues/4673
4674	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	AutoLink should also respect the default behavior of toogle link command	https://github.com/facebook/lexical/issues/4674
4677	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: code node not parsed correctly when converting from html to lexical 	https://github.com/facebook/lexical/issues/4677
4680	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Editing of label value in a checkbox list changes state of checkbox on use of spacebar key in Firefox browser	https://github.com/facebook/lexical/issues/4680
4681	CLOSED	defer	mobile-device-keyboard	Raw mobile keyboard, tap, selection, and IME	raw mobile device proof lane	raw Android/iOS device proof	defer	bun test:mobile-device-proof:raw	Bug: Automatic scroll to top when image is tapped in iOS	https://github.com/facebook/lexical/issues/4681
4685	OPEN	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Bug: can't insert a paragraph above a code block at the beginning of the content	https://github.com/facebook/lexical/issues/4685
4687	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Losing format after click inside editor.	https://github.com/facebook/lexical/issues/4687
4691	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: $cloneWithProperties() does not generate a new key for the clone it creates.	https://github.com/facebook/lexical/issues/4691
4692	OPEN	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: AutoLinkPlugin fails simple examples like https://www.google.com	https://github.com/facebook/lexical/issues/4692
4693	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Error when using ExtendedTextNode "Uncaught Error: insertNode: topLevelElement is root node"	https://github.com/facebook/lexical/issues/4693
4694	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: not possible to select a paragraph with double click if it's followed by image	https://github.com/facebook/lexical/issues/4694
4696	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Issue with Changing Block Type to Quote after Shift+Enter	https://github.com/facebook/lexical/issues/4696
4697	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: New table selection breaks when table cells are already selected	https://github.com/facebook/lexical/issues/4697
4703	OPEN	keep-portable	history-undo-redo	History, undo/redo, and batch boundaries	.tmp/slate-v2/packages/slate-history/test/history-contract.ts	package history contract plus browser proof when transport matters	refactor-existing/create-new	bun test ./packages/slate-history/test/history-contract.ts --test-name-pattern "history|undo|redo|batch|selection"	Bug: Inconsistent Range Input Behavior in Time Travel Feature of TreeView between Create React App (CRA) and Next.js	https://github.com/facebook/lexical/issues/4703
4705	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Importing "@lexical/react" via vite occurs `Failed to resolve entry for package "@lexical/react"`	https://github.com/facebook/lexical/issues/4705
4708	CLOSED	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	conversion div as ParagraphNode	https://github.com/facebook/lexical/issues/4708
4712	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Image is not resizing inside a Table	https://github.com/facebook/lexical/issues/4712
4716	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: CollaborationPlugin not working	https://github.com/facebook/lexical/issues/4716
4718	OPEN	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Documentation: Async Data Handling	https://github.com/facebook/lexical/issues/4718
4719	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: lexicalNode.getStyle does not read the elements computed css properties	https://github.com/facebook/lexical/issues/4719
4723	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Pasting lists on lists results in potentially reordered content	https://github.com/facebook/lexical/issues/4723
4729	OPEN	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: pasting bulleted lists	https://github.com/facebook/lexical/issues/4729
4733	OPEN	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Q&A in Discord	https://github.com/facebook/lexical/issues/4733
4734	OPEN	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Feature: set default value without focusing	https://github.com/facebook/lexical/issues/4734
4738	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Selection lost after deleting horizontal rule	https://github.com/facebook/lexical/issues/4738
4739	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: error "Cannot use method in read-only mode" thrown when `isEditable === true` due to parallel call to `editorState.read`	https://github.com/facebook/lexical/issues/4739
4744	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Feature: Disable text drag	https://github.com/facebook/lexical/issues/4744
